X1,X2,class
1.017521658422782,1.543864056111775,-1
1.1513042772231437,1.7241809029717814,-1
1.050958291645432,1.119563892861154,-1
1.0367914126123474,0.955845906866785,-1
1.1548250817975787,0.7617535729924022,-1
1.2094860151538689,1.2348725829956966,-1
0.9680665336087145,1.6312041681945697,-1
0.959527955971204,0.649384694456369,-1
1.239895212218455,1.4918830211568208,-1
0.47053234046467596,0.8419162576812235,-1
0.979969260041248,0.584633362142527,-1
1.0636530654470562,1.582853022604862,-1
1.169063383637124,0.8747190976510778,-1
1.0365754909677607,0.9439972949301714,-1
1.0693970858019841,0.9431686275592945,-1
0.9799159320553059,0.7645227255135001,-1
0.9575136162206227,0.8957559106179376,-1
1.2756432112003069,1.3461778951021994,-1
0.9170336737959686,0.837497531775616,-1
1.0844658877436968,0.5485280584866585,-1
1.0749990695388734,1.5125280103492533,-1
1.2412747488710096,0.9639068521542908,-1
1.3007674658065305,1.0282001866832848,-1
0.8204553570544121,1.233969823944408,-1
0.8481713734726906,0.9593764586042808,-1
0.9138874055463295,1.20953965869836,-1
0.7363906717351552,0.4545189479159988,-1
0.9509428108241567,1.0969743672727525,-1
0.9601714769482378,0.6784715881649517,-1
0.8997679000796566,1.29815729710851,-1
1.105809570151474,0.7607622413407167,-1
1.1862302505716633,0.8385446199287024,-1
1.12298627420235,0.942129640152704,-1
0.8695791778674429,1.4490529514161463,-1
0.917948873897859,1.2805780174088572,-1
1.2138115325423717,1.2038665559814854,-1
0.827242787311863,1.3877624864093634,-1
0.762471725982762,0.7600860880418718,-1
0.8815237038799006,0.8941800991331994,-1
0.9426948041725268,0.8104881900106112,-1
1.053004576491044,0.6704147220912005,-1
1.0280708437726125,0.9429661030333663,-1
1.0501085844523796,0.6910361530044078,-1
1.0204698222719024,0.6684984516056384,-1
1.233573582595118,1.1295362593973681,-1
1.0621885415593617,0.9957547360115753,-1
0.6940614205249844,1.0954555461844453,-1
0.947384563035581,0.898354851716074,-1
0.9780392595257085,0.7262043556294655,-1
0.9311862488149087,1.4360871967292281,-1
0.10903795171184637,0.2299308403573544,1
-0.014639115709367479,-0.17918249273756826,1
-0.16361966189866764,-0.18559430144976122,1
-0.20526821284353652,0.2033967320492927,1
0.11158511507535683,0.2767937245348633,1
-0.1073103561146816,-0.13738499631635828,1
-0.29814505928658575,-0.07000196750380905,1
-0.08066068846109296,0.23376709198754245,1
-0.029026783000332144,0.5153589453015478,1
0.5176872020697345,-0.16328116540617077,1
-0.42198741010126906,0.2967291395668279,1
0.17535507858795055,-0.14533110977627525,1
0.1521394357720285,-0.034412775254981064,1
-0.32151773183191473,0.027338587694008404,1
0.384782227539076,0.035261041099070536,1
0.16643160503281076,-0.03496311574361384,1
0.4826605376954672,-0.16304252111092468,1
-0.6172908230276652,0.01801576157424637,1
0.21632319950086176,0.1658767392112391,1
0.2786570468924849,0.3254151135880814,1
0.3182406333075406,-0.12410803808396674,1
-0.010348589095203958,-0.2510958261879925,1
0.20608441672380884,0.231480238131624,1
0.04601608414354488,-0.2796095359272576,1
-0.2081747622688885,0.44416611450594357,1
-0.38351210765491117,-0.08928586541775013,1
-0.04223427966096059,-0.268653038358938,1
0.028993468290677293,-0.12490746580401267,1
0.17793623801018646,-0.13862104384204826,1
0.17641006820105784,-0.30423788127000884,1
-0.060332186859961605,0.32018609149921406,1
-0.3083149449165081,0.06407115365625922,1
0.21818319355375643,-0.008094804200498622,1
-0.3222713668520268,-0.4513987201472258,1
0.0745015458510491,0.10666257344397685,1
0.0005699512422655049,0.40702330631232136,1
0.1481163833580593,-0.16068387739438308,1
0.060886225809250405,0.07524025481339185,1
0.47854664086616355,-0.18482571074039117,1
-0.18177331235536645,-0.1489501364890877,1
-0.0908035538996912,0.45337318142747174,1
-0.28147818170789884,0.08881175299055263,1
-0.4419070210350956,0.01501044431354371,1
0.03505517963115816,-0.37558956272030436,1
0.33540672538943955,-0.22486903032456512,1
-0.41424412559070467,-0.018218130871268858,1
0.08375982156992405,0.1855086884850872,1
-0.23933723997173315,0.29854773586780275,1
0.19695720100948352,-0.19867734223729233,1
0.4176768372465825,-0.19012863093830365,1
